11	0	3.1309326472462687E-34
11	3	0.0
11	4	9.647071833912312E-34
11	1	1.1541392918876929E-33
11	2	1.6426815399161512E-33
11	7	0.7972678542137146
11	8	9.017143696760841E-34
11	5	1.7378237567843032E-34
11	6	4.880588718944308E-34
11	9	1.4795598418914732E-33
10	4	0.7423683404922485
10	5	4.123970759778004E-34
10	2	1.810345054238819E-33
10	3	4.401007227617969E-34
10	8	0.7617111802101135
10	9	0.8640812635421753
10	6	1.7674400614467823E-33
10	7	0.0
10	0	0.7458763718605042
10	1	3.791728760955104E-34
13	5	1.6991978389357483E-33
13	6	7.915846916704441E-34
13	3	1.6967410557425297E-33
13	4	0.0
13	9	1.0427567022079694E-33
13	7	7.831315097555895E-34
13	8	0.0
13	1	6.645311551730768E-34
13	2	1.6169385809751278E-33
13	0	7.2148174425400495E-34
12	8	5.740308093759785E-34
12	9	1.1752075485677861E-33
12	2	5.458868573056524E-34
12	3	0.6812378764152527
12	0	1.5687550675349222E-33
12	1	1.5922157307254273E-33
12	6	1.8071402709293934E-34
12	7	1.1387928687545973E-34
12	4	3.7834525460413456E-34
12	5	0.8558470010757446
47	77	5.873234005141227E-34
48	61	1.088198375074882E-33
47	78	1.3146154847745476E-33
48	62	1.15179280312536E-33
47	75	1.0668603975425727E-33
47	76	4.505368167096949E-34
48	60	1.1014172682273594E-33
48	65	6.522556880726304E-34
48	66	0.0
49	50	2.425035949182689E-35
47	79	0.0
48	63	9.365820116798694E-34
48	64	0.55024653673172
46	85	0.0
46	86	6.430084964579938E-34
47	70	0.0
45	99	1.2309188176280622E-33
46	83	1.2802567032549737E-33
46	84	9.569941037399138E-34
46	89	1.3061597314658006E-33
47	73	0.0
47	74	1.3810832618288169E-33
46	87	6.913396354582733E-34
47	71	1.1771335225932115E-33
46	88	8.13964726577658E-34
47	72	5.881874347797252E-34
49	59	9.662667337869862E-34
46	92	0.0
46	93	1.0074057299879046E-33
46	90	3.992615694558344E-34
46	91	2.682115358366636E-35
48	69	4.039966994732366E-34
49	53	0.7137446403503418
49	54	1.3088134099627819E-33
48	67	5.103524895997601E-34
49	51	0.0
48	68	7.071384172865691E-34
49	52	2.1351710612404724E-33
49	57	0.7336087822914124
49	58	0.8582444190979004
49	55	1.183884074409297E-33
49	56	4.3262769535771805E-35
47	66	6.636188613542433E-34
48	50	1.5478992263574424E-33
47	67	1.4208250727911876E-33
48	51	7.934675948481714E-34
47	64	0.0
47	65	8.813740929740353E-34
48	54	8.212079758306312E-34
48	55	1.2839068887207654E-33
47	68	0.0
48	52	6.057312632265781E-35
47	69	0.7994409203529358
48	53	9.905594265726827E-34
46	74	8.344425728529516E-34
46	75	4.727321704341352E-34
45	88	1.314953990413386E-33
46	72	1.9897352267368927E-33
45	89	1.0109807021823428E-33
46	73	9.884573120656262E-34
46	78	1.901477274167232E-33
47	62	9.11380790330682E-34
46	79	1.4083470165862167E-33
47	63	0.0
46	76	5.121464960172065E-34
47	60	5.723965048863509E-34
46	77	2.091072758011359E-33
47	61	1.5250385244633375E-33
45	93	0.0
45	94	0.0
45	91	1.5575273745690164E-34
49	48	0.0
45	92	0.0
45	97	1.3124099405399432E-34
46	81	0.6278817653656006
45	98	1.6611753721324475E-33
46	82	1.223971370508214E-33
45	95	0.6618542075157166
45	96	0.7871838212013245
46	80	9.499551884658923E-34
48	58	7.1810747853642E-34
49	42	5.207871600974676E-34
48	59	4.654919976702834E-34
49	43	1.2246519633702409E-33
48	56	1.447610731955589E-34
49	40	1.2064143521882254E-33
48	57	1.2821534735926209E-33
49	41	1.5519014172800077E-33
49	46	2.223237261294155E-33
45	90	3.676182258044081E-34
49	47	0.0
49	44	1.9955127814711842E-33
49	45	2.2388061329578193E-33
47	99	9.831514244396021E-34
48	83	0.0
48	84	0.0
47	97	3.63122051748009E-34
48	81	9.956316617376068E-35
47	98	0.0
48	82	0.0
48	87	5.281123266130136E-34
49	71	1.32489371350455E-33
48	88	3.0678375287884016E-34
49	72	1.62847458866051E-33
48	85	1.2062394974035406E-33
48	86	8.031268523340689E-34
49	70	1.8479647305559707E-33
47	91	7.515490530381159E-34
47	92	1.4729275741944393E-33
47	90	0.0
47	95	1.4030255169258457E-33
47	96	0.0
48	80	5.082624629398855E-35
47	93	0.0
47	94	2.0684129003473515E-33
49	75	1.567952769681612E-34
49	76	4.085829641513667E-34
48	89	0.0
49	73	0.6252589225769043
49	74	3.2165017483239194E-34
49	79	0.0
49	77	0.0
49	78	7.902698828719501E-34
47	88	0.0
48	72	4.43741265500492E-34
47	89	2.4662140099077854E-34
48	73	1.444936390471972E-33
47	86	7.330657819038778E-34
48	70	9.209391206063018E-34
47	87	3.734435349967018E-34
48	71	9.85885091653737E-34
48	76	1.0443440787590603E-34
49	60	5.724530296342361E-34
48	77	1.6184197038571639E-34
49	61	0.789588987827301
48	74	0.8396601676940918
48	75	1.1731628312458284E-33
46	96	4.789097605896909E-34
47	80	1.2035324624832915E-33
46	97	0.0
47	81	0.5796390771865845
46	94	1.610813337052382E-33
46	95	1.9049312071777342E-33
47	84	0.0
47	85	9.095363662258449E-34
46	98	1.237184202517945E-33
47	82	1.2194695944865493E-33
46	99	1.1140784444116693E-33
47	83	1.2924648549367363E-33
49	64	4.598947447135425E-35
49	65	0.0
48	78	8.036051315980597E-35
49	62	3.410294389848955E-34
48	79	9.926559391144734E-34
49	63	8.669810370854299E-35
49	68	0.0
49	69	1.6394336857590277E-33
49	66	1.1340529403325209E-33
49	67	5.389993787647954E-34
42	92	6.800305073661494E-34
46	49	9.455616864941978E-34
47	33	0.0
42	93	9.044628224051005E-34
47	34	0.0
42	90	0.0
46	47	0.745908260345459
47	31	0.0
42	91	0.0
46	48	0.0
47	32	1.4192998688709957E-33
42	96	2.314562840859729E-34
43	80	0.6041449904441833
47	37	1.3999583950251612E-33
48	21	1.2945615511495194E-33
42	97	2.2354657086205685E-33
43	81	7.202062410478666E-34
47	38	1.3410723728627033E-33
48	22	0.0
42	94	6.629742680067103E-34
47	35	1.2400162255484651E-33
42	95	2.197749788703443E-33
47	36	1.2112606031559788E-33
48	20	7.24564248600296E-34
45	57	1.508877773026935E-33
46	41	0.8228852152824402
45	58	0.0
46	42	7.564923167281232E-35
45	55	1.731856860215808E-34
45	56	6.713324920185376E-34
46	40	7.000744309220964E-34
46	45	1.0328693253496154E-33
47	30	1.5620747698733976E-33
45	59	0.0
46	43	4.959333524302458E-34
46	44	7.76101318853703E-34
44	76	4.636851342833749E-34
45	60	1.0082842283441519E-33
49	17	0.0
44	77	9.893766772176639E-34
45	61	5.0527256321203274E-34
49	18	0.0
44	74	0.5652886629104614
49	15	1.8036089205956302E-33
44	75	1.2564646057588345E-33
49	16	0.0
45	64	0.0
45	65	0.0
44	78	8.863558931341178E-34
45	62	9.188191900129908E-34
49	19	0.7363108992576599
44	79	8.694063666212143E-34
45	63	5.369459370707027E-34
43	84	1.332486304984908E-33
48	25	2.6849638658687165E-34
43	85	0.0
48	26	1.2430099708877195E-33
49	10	0.599419116973877
42	98	0.0
43	82	4.6380369390891487E-35
47	39	1.1706151309114134E-34
48	23	0.0
42	99	6.543844807913207E-34
43	83	1.6492946139944882E-33
48	24	1.3824558351543942E-33
43	88	1.0752933756482726E-33
44	72	3.565841220644033E-34
48	29	1.4532644924410595E-33
49	13	0.0
43	89	1.2462558964994237E-33
44	73	0.0
49	14	8.131767780206225E-34
43	86	8.931506178238553E-34
44	70	0.0
48	27	7.360229307979132E-35
49	11	1.228719724837063E-33
43	87	1.5541473461740475E-33
44	71	1.312256873726722E-33
48	28	0.0
49	12	1.1413278728316685E-33
41	97	0.0
42	81	0.0
46	38	0.0
47	22	0.6062425374984741
41	98	9.672144301895886E-35
42	82	0.0
46	39	4.614387002941062E-34
47	23	0.0
41	95	1.7850743134190398E-33
46	36	1.3156508381582328E-33
47	20	1.2245643523069062E-33
41	96	0.0
42	80	0.0
46	37	5.286012128768107E-34
47	21	1.4561935855910186E-33
42	85	5.450686030348847E-34
47	26	5.421091309897825E-36
48	10	0.0
42	86	0.0
43	70	0.0
47	27	0.0
48	11	5.962897132637601E-34
41	99	5.544452826991041E-34
42	83	1.7064074075205054E-34
47	24	5.602211384767167E-34
42	84	0.7794104218482971
47	25	0.0
45	46	1.4565455910477922E-33
46	30	1.2900527956301466E-33
41	90	6.808221293430313E-34
45	47	2.8746886540914337E-34
46	31	0.0
45	44	1.9059166020515095E-33
41	93	1.9380363882570034E-34
46	34	0.0
41	94	1.4636373117321046E-33
46	35	0.0
41	91	0.0
45	48	4.809035092112809E-34
46	32	0.0
41	92	0.0
45	49	0.0
46	33	7.5747221295156595E-34
44	65	1.6024844085638292E-33
44	66	1.8880918832602203E-33
45	50	1.8229920877567205E-33
43	79	9.099656053348873E-34
44	63	2.096519337617497E-33
44	64	0.7221735119819641
44	69	3.3498317358884566E-34
45	53	2.078805739776559E-33
45	54	1.5268044292189595E-33
44	67	5.11036021197664E-34
45	51	0.0
44	68	1.6792474957503863E-33
45	52	1.5635336685653635E-33
42	89	0.0
43	73	2.4430765158282603E-34
48	14	6.269906869713612E-34
43	74	1.947062026737159E-33
48	15	4.970902156547851E-35
42	87	0.0
43	71	1.5733883519870852E-33
47	28	1.012124145945006E-33
48	12	9.969520954602404E-34
42	88	2.0503609805385675E-33
43	72	5.228749023493753E-34
47	29	0.0
48	13	0.0
43	77	2.326152250886127E-34
44	61	6.823751594185591E-34
48	18	0.8401656150817871
43	78	0.0
44	62	3.856353858778963E-34
48	19	0.0
43	75	0.0
48	16	7.282476325979488E-34
43	76	6.096808438892818E-34
44	60	1.0857978870408082E-33
48	17	1.871520351649503E-33
47	55	1.318808090858678E-35
47	56	3.7607726223214277E-35
48	40	0.0
46	69	0.7922050356864929
47	53	1.2287873157622352E-33
47	54	1.3495736765775447E-33
47	59	0.6877954602241516
48	43	4.420128296273025E-34
48	44	0.7361735701560974
47	57	1.5034630603379637E-33
48	41	0.0
47	58	7.261473548008155E-34
48	42	0.0
45	79	8.563376245049552E-34
46	63	2.2924695163715203E-34
46	64	1.0850906618848955E-33
45	77	5.718825934498508E-34
46	61	8.250031695448563E-34
45	78	0.0
46	62	6.317491776430986E-35
46	67	1.18746299553007E-33
47	51	8.786909352827872E-34
46	68	6.767098735783207E-34
47	52	0.0
46	65	1.0164124044381034E-33
46	66	0.0
47	50	6.536346898829388E-34
44	98	0.7986071705818176
45	82	4.236929797584775E-34
49	39	0.0
44	99	1.2126039727937779E-33
45	83	4.5079772135427975E-34
44	96	0.0
45	80	0.8499837517738342
49	37	1.8333195403126635E-33
44	97	1.4811220555166168E-33
45	81	0.0
49	38	0.0
45	86	2.4488667438610217E-34
46	70	0.0
45	87	0.0
46	71	1.7416468684893604E-34
45	84	1.6053437067367083E-34
45	85	0.0
44	90	1.4722986847167494E-33
48	47	5.466754487111611E-34
49	31	0.8033652305603027
44	91	0.565575361251831
49	32	1.977448509788167E-34
48	45	9.347185776273276E-34
48	46	1.5084883905232251E-33
49	30	1.8592285378307406E-33
44	94	1.9006601219224184E-33
49	35	0.0
44	95	1.1628838678318568E-33
49	36	0.0
44	92	3.203713655483919E-34
48	49	0.0
49	33	1.8297691800311956E-33
44	93	1.0384692702343374E-33
49	34	1.2376354821460654E-33
47	44	0.0
47	45	1.384709845572096E-33
46	58	1.3049981961103943E-33
47	42	4.998996815915614E-34
46	59	0.622916042804718
47	43	5.432940198248758E-34
43	91	1.764521345707889E-33
47	48	3.8235453981877803E-34
48	32	0.6259710192680359
43	92	4.552220800526833E-34
47	49	1.1140522712952643E-33
48	33	0.0
47	46	0.8192597031593323
48	30	0.0
43	90	0.0
48	31	1.0858644677755228E-33
45	68	3.9628649542089267E-35
46	52	0.0
45	69	1.6661627742577957E-33
46	53	0.0
45	66	9.786416357708976E-35
46	50	9.998960659605771E-34
45	67	0.0
46	51	1.0170791301402104E-33
46	56	6.84826891659489E-34
47	40	0.0
46	57	0.0
47	41	0.888425350189209
46	54	1.3751539030193762E-33
46	55	9.324603427768026E-34
44	87	0.0
45	71	3.853983584623125E-34
49	28	2.347450968743829E-34
44	88	0.0
45	72	1.089120862633789E-33
49	29	1.722481075947676E-33
44	85	1.3833099052686636E-33
49	26	1.5589415264154793E-33
44	86	1.5992429828914368E-33
45	70	4.6196826968270125E-34
49	27	1.0611958004685555E-33
45	75	4.222169996642263E-34
45	76	0.0
46	60	1.1208385700782292E-34
44	89	4.79628832524608E-34
45	73	9.439042853772865E-35
45	74	7.669593821971004E-35
43	95	0.6818186044692993
48	36	0.6711670160293579
49	20	0.0
43	96	0.6578181385993958
44	80	2.148741776178731E-33
48	37	5.222950530266338E-34
49	21	0.0
43	93	1.5764152499404526E-33
48	34	2.190289624008545E-33
43	94	1.3150158875377964E-33
48	35	3.540079297673053E-34
43	99	1.8753934735219368E-35
44	83	4.234647226327768E-34
49	24	7.610622920851222E-34
44	84	1.1409048555774907E-34
49	25	6.750613805045367E-34
43	97	1.7854951036624357E-33
44	81	3.5028234735916792E-34
48	38	1.4016977593223935E-33
49	22	0.0
